Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Avg_Residancy_Altitude,Will_vote_only_large_party,Financial_agenda_matters,Most_Important_Issue_0.0,Most_Important_Issue_3.0,Most_Important_Issue_5.0,Most_Important_Issue_6.0,IdentityCard_Num
0.153106541541,-2.22214721642,-2.28233006218,1.44126181666,-1,-1,1.0,0.0,0.0,0.0,36
0.376420241749,0.303451784708,0.0799152554703,-1.02533265312,1,-1,1.0,0.0,0.0,0.0,37
0.618064939814,0.292790543145,0.243230745898,-0.873496701331,1,-1,1.0,0.0,0.0,0.0,38
-0.652474292042,0.500260110159,1.13265445968,-0.583903714418,1,-1,1.0,0.0,0.0,0.0,39
-0.659211346478,0.3615004111,0.927000913001,-0.357186467848,1,-1,1.0,0.0,0.0,0.0,40
-1.90001467313,-0.210819250882,-1.18024999227,3.17242180213,-1,-1,1.0,0.0,0.0,0.0,41
1.55020733109,1.59373926358,0.26557956666,-0.464607593654,1,1,0.0,1.0,0.0,0.0,42
-0.190497656492,0.0310153682354,0.476863051337,-0.297236871546,1,-1,1.0,0.0,0.0,0.0,43
-1.74769824282,-3.39261930822,-2.89351144717,1.12714493962,-1,-1,1.0,0.0,0.0,0.0,44
0.537376415333,0.204734714963,-0.0217076253537,0.247771611636,1,-1,1.0,0.0,0.0,0.0,45
-0.147383654475,0.246872499903,0.38736177812,0.513249989372,1,-1,1.0,0.0,0.0,0.0,46
1.08215264066,0.930415970855,-2.12996124806,3.56021913767,-1,-1,1.0,0.0,0.0,0.0,47
0.159702539027,0.117620829803,0.903553917434,-0.504887207177,1,-1,1.0,0.0,0.0,0.0,48
-0.35067435841,-0.0883790851442,0.43513947113,0.613289042946,1,-1,1.0,0.0,0.0,0.0,49
-0.610000420676,0.0247310880691,-0.591995492489,-0.546082778529,1,-1,1.0,0.0,0.0,0.0,50
-0.907811507102,-0.154729663349,-0.252177089956,0.119896624619,1,-1,1.0,0.0,0.0,0.0,51
0.34830140647,0.391078751173,-0.0481914468595,-1.01881263675,1,-1,1.0,0.0,0.0,0.0,52
-0.514892273695,0.166633887854,-0.451997290947,0.395384244756,1,-1,1.0,0.0,0.0,0.0,53
-0.507997983349,0.337941045447,-0.172899456693,-0.594748936188,1,-1,1.0,0.0,0.0,0.0,54
-0.546723589296,0.0245131126808,-0.290898627589,-0.775772536547,1,-1,1.0,0.0,0.0,0.0,55
1.06020670933,0.158995053084,-0.762584831943,-0.72393586323,1,1,0.0,0.0,0.0,1.0,56
0.148433736448,1.87220374671,0.25810304603,-0.467280801135,1,1,0.0,1.0,0.0,0.0,57
2.67450080794,1.53984841694,0.387865919002,-0.991422473918,1,1,0.0,0.0,0.0,1.0,58
-0.333508762904,0.0106182803679,-0.548131794408,-0.0452694648007,1,-1,1.0,0.0,0.0,0.0,59
0.729162974312,-0.624645050789,-0.50969782912,-1.79002007547,-1,1,1.0,0.0,0.0,0.0,60
-0.19436076089,0.28387723735,0.606140344755,-0.362300744253,1,-1,1.0,0.0,0.0,0.0,61
-0.501358134355,-0.262385245368,0.525169274661,0.339946071575,1,-1,1.0,0.0,0.0,0.0,62
-2.02625127425,0.24096950923,-1.09740094589,2.14234353782,-1,-1,1.0,0.0,0.0,0.0,63
-1.35741255873,0.747234765363,1.65867621645,1.71566270235,-1,-1,1.0,0.0,0.0,0.0,64
-0.038954952484,0.0852282586664,0.343919196919,-0.0981865371574,1,-1,1.0,0.0,0.0,0.0,65
-0.565573780924,0.50589576867,1.18455252718,0.281747149278,1,-1,1.0,0.0,0.0,0.0,66
0.549322838588,0.178581641262,0.081241935051,0.00344203249111,1,-1,1.0,0.0,0.0,0.0,67
0.641079642066,0.0615808547053,-0.268751636821,0.0975219522867,1,-1,1.0,0.0,0.0,0.0,68
-0.739989208097,0.526274394909,-1.0887246305,1.3606142817,-1,1,1.0,0.0,0.0,0.0,69
0.859714957506,-1.24832683578,-0.241972542778,0.654817426998,1,1,0.0,0.0,0.0,1.0,70
0.742971240501,0.468020138715,0.763387747052,1.17348621049,-1,1,1.0,0.0,0.0,0.0,71
-0.410954801992,-0.0557120428439,-0.480596261723,0.418149085873,1,-1,1.0,0.0,0.0,0.0,72
0.449926954876,-0.3393389166,-0.603726762397,2.0468225132,-1,1,1.0,0.0,0.0,0.0,73
-0.0460715205115,0.381777665387,1.33645312914,0.677195564595,1,1,0.0,1.0,0.0,0.0,74
-0.66459447087,0.45415820562,0.890585964521,-0.859904701123,1,-1,1.0,0.0,0.0,0.0,75
-0.522786957223,-0.325830866989,0.59280053663,-0.208510493121,1,-1,1.0,0.0,0.0,0.0,76
1.64591400011,-0.311433089041,0.264690535663,0.8880681277,1,1,0.0,0.0,0.0,1.0,77
0.591824192,-0.134036485812,-0.238785398972,0.969781761098,1,-1,1.0,0.0,0.0,0.0,78
-0.70236387807,-0.356429738994,-0.397571058815,0.148887179007,1,-1,1.0,0.0,0.0,0.0,79
0.882005118348,-1.78879240039,-1.58124709533,-0.407572390794,1,1,0.0,0.0,1.0,0.0,80
1.80021673334,1.436527482,0.20453686849,0.500785757381,1,-1,1.0,0.0,0.0,0.0,81
-0.585309706053,-0.0814168908668,-0.477393552799,0.788424317945,1,-1,1.0,0.0,0.0,0.0,82
-0.376189029979,0.0358929635722,-0.718278091556,-0.903151123538,1,-1,1.0,0.0,0.0,0.0,83
-0.760816210849,0.0624852736223,-0.350459397177,-0.538614129771,1,-1,1.0,0.0,0.0,0.0,84
-0.40868651983,-0.166548891672,-0.551771612499,0.02008520802,1,-1,1.0,0.0,0.0,0.0,85
0.190991380645,0.512546089443,1.09615094922,-0.239895366764,1,-1,1.0,0.0,0.0,0.0,86
0.241742036596,-1.25717181622,-1.78616185586,1.50279000261,-1,-1,1.0,0.0,0.0,0.0,87
2.2564462908,-2.40935677832,1.72388641007,-0.281881782283,1,1,0.0,0.0,1.0,0.0,88
0.491698612629,-1.26968044207,1.36108464204,-0.714272473542,1,1,0.0,0.0,0.0,1.0,89
-0.331909916465,0.478687283529,-0.353756116039,1.22059822595,-1,-1,1.0,0.0,0.0,0.0,90
0.493099944015,0.281940007914,0.00256878363031,-0.819706856383,1,-1,1.0,0.0,0.0,0.0,91
0.776745650647,0.669115811656,0.291573694525,0.919847459402,1,-1,1.0,0.0,0.0,0.0,92
-2.11110349736,-0.496104166802,1.40087832872,1.37166555567,-1,-1,1.0,0.0,0.0,0.0,93
1.6587395938,1.39924933907,0.14375942623,-0.469791541648,1,-1,1.0,0.0,0.0,0.0,94
0.714699255804,0.356259665133,0.0665072461022,-0.792940797615,1,-1,1.0,0.0,0.0,0.0,95
0.425831017726,0.312498803607,-0.0597696106339,0.133174267692,1,-1,1.0,0.0,0.0,0.0,96
0.440781633611,0.22888088593,-0.0750801337776,0.146209215761,1,-1,1.0,0.0,0.0,0.0,97
-0.57262923353,0.127810309242,-0.213966999367,0.350334326019,1,-1,1.0,0.0,0.0,0.0,98
-0.837336197526,0.132466563504,-0.570319086534,-0.114885528155,1,-1,1.0,0.0,0.0,0.0,99
1.61521814401,0.394776055887,-2.75904964309,-0.701069460097,1,1,0.0,1.0,0.0,0.0,100
0.582226575376,0.000138855892507,-0.311942929502,-0.852732065159,1,-1,1.0,0.0,0.0,0.0,101
0.768178121507,0.490480047324,0.248930745825,-0.441496300655,1,-1,1.0,0.0,0.0,0.0,102
0.882044963718,0.124909829425,-0.034564968851,-0.863787603598,1,-1,1.0,0.0,0.0,0.0,103
0.158425118426,0.162280392851,1.06743933308,-0.734271603909,1,-1,1.0,0.0,0.0,0.0,104
2.47217820267,0.509203807999,1.61586278715,-0.963544914771,1,1,0.0,0.0,1.0,0.0,105
-0.902102854605,-0.258723244567,-0.909024217123,0.89011762823,1,-1,1.0,0.0,0.0,0.0,106
-0.559565601819,-0.0862761016772,-0.805766179014,-0.290380341562,1,-1,1.0,0.0,0.0,0.0,107
0.742603319644,0.433498871904,0.137621116999,0.559716049673,1,-1,1.0,0.0,0.0,0.0,108
-0.544758765642,0.591124121974,1.08268703399,-0.0926986100225,1,-1,1.0,0.0,0.0,0.0,109
0.930581772454,-1.65761407996,-0.145367720373,-0.247003481557,1,1,0.0,0.0,1.0,0.0,110
-0.664619333515,-0.334757175877,0.395156128352,-0.579378029052,1,-1,1.0,0.0,0.0,0.0,111
-1.34852151967,-0.68412321601,-3.14897364424,-0.444559992529,1,1,0.0,0.0,0.0,1.0,112
0.33975708473,0.311203052773,0.037015547178,-0.815744415125,1,-1,1.0,0.0,0.0,0.0,113
0.287638327702,0.207738324708,-0.264797274503,0.872827572492,1,-1,1.0,0.0,0.0,0.0,114
-0.0657490574576,0.367255364298,0.837458200363,-1.03677348563,1,-1,1.0,0.0,0.0,0.0,115
1.59744411651,1.34569487218,-0.00233635157394,-0.70461729543,1,-1,1.0,0.0,0.0,0.0,116
-0.572978316549,0.442871982716,0.692696625862,-0.734169820052,1,-1,1.0,0.0,0.0,0.0,117
1.74680476289,-4.21821116123,-0.0997056432749,-0.582562658632,1,1,0.0,0.0,0.0,1.0,118
-0.175803123087,0.0339303530939,0.304225606653,0.198045613845,1,-1,1.0,0.0,0.0,0.0,119
0.219646299061,-0.232647707158,0.864463250525,1.1833388069,-1,-1,1.0,0.0,0.0,0.0,120
-0.397488653877,-0.370537897776,-0.834863228087,-0.627435927236,1,-1,1.0,0.0,0.0,0.0,121
-1.62505475307,-0.741487022114,-1.17372501739,1.73105930898,-1,-1,1.0,0.0,0.0,0.0,122
2.03747710383,1.32793111389,1.00159647054,-0.207683746973,1,1,0.0,0.0,0.0,1.0,123
-0.554093087812,-0.083902793618,-0.144630668782,-0.395563523405,1,-1,1.0,0.0,0.0,0.0,124
-0.796255386883,0.371032272955,0.833804052269,-0.447112451928,1,-1,1.0,0.0,0.0,0.0,125
-0.194582296853,0.083217659688,0.300169005134,-0.207324726787,1,-1,1.0,0.0,0.0,0.0,126
-0.168758871157,0.0975919678937,0.302724375629,-0.498017303222,1,-1,1.0,0.0,0.0,0.0,127
-0.602004157418,-0.226877688028,0.428844674442,-0.24328716981,1,-1,1.0,0.0,0.0,0.0,128
2.5249155488,0.168268718542,-2.57025487943,-0.871925754226,1,1,0.0,1.0,0.0,0.0,129
0.668061194924,-0.104570993623,0.0679899812306,-0.0583302470201,1,-1,1.0,0.0,0.0,0.0,130
-0.480852606457,0.660819813349,1.24263462213,-0.424079546237,1,-1,1.0,0.0,0.0,0.0,131
0.734150400303,0.921430989634,0.892436232559,1.57089174927,-1,1,1.0,0.0,0.0,0.0,132
-0.615479974851,0.734580386694,1.26379657482,-0.609363540982,1,-1,1.0,0.0,0.0,0.0,133
-0.396239565539,-0.164939647941,-0.636573192212,-0.234476053982,1,-1,1.0,0.0,0.0,0.0,134
-0.603957930118,0.544908345594,0.726028936107,-0.420016370229,1,-1,1.0,0.0,0.0,0.0,135
2.62238737021,0.641629474097,0.804696512952,-0.932681263708,1,1,0.0,0.0,0.0,1.0,136
-0.564753158049,-0.091301467234,-0.450232829863,0.0274616763052,1,-1,1.0,0.0,0.0,0.0,137
-0.401152698476,0.277805170823,0.642857207712,-1.0765590672,1,-1,1.0,0.0,0.0,0.0,138
-0.27917273005,0.168529455339,0.325735571824,-0.581864897021,1,-1,1.0,0.0,0.0,0.0,139
-0.413878751382,0.041568764346,-0.101061167352,-0.1343516959,1,-1,1.0,0.0,0.0,0.0,140
-0.298614980404,-0.000616096676499,0.0868940148242,-0.684690365225,1,-1,1.0,0.0,0.0,0.0,141
2.35000280525,1.75604769125,1.23437160633,-0.420361945608,1,1,0.0,0.0,0.0,1.0,142
0.0107461990003,0.0169676332812,0.319298986773,0.347656328142,1,-1,1.0,0.0,0.0,0.0,143
-0.46672818376,-0.0792122468683,-0.42082665131,-0.252082389684,1,-1,1.0,0.0,0.0,0.0,144
0.610546068408,0.0082293815484,-0.211062887259,-0.94606687019,1,-1,1.0,0.0,0.0,0.0,145
-0.466653679919,-0.100609268549,-0.437969922472,-0.104975758435,1,-1,1.0,0.0,0.0,0.0,146
-0.143109359015,-0.112749139663,0.683893205323,0.159237487872,1,-1,1.0,0.0,0.0,0.0,147
-0.544706945737,-0.165678508632,0.242311744968,0.106921920613,1,-1,1.0,0.0,0.0,0.0,148
1.66989775841,-1.15568039353,0.351320113405,-0.963229526016,1,1,0.0,0.0,0.0,1.0,149
-0.203998515428,0.161500062023,-1.54079280254,1.04474217309,1,1,0.0,0.0,0.0,1.0,150
-0.400997979449,-0.139895591397,-0.296660172163,0.0976228004143,1,-1,1.0,0.0,0.0,0.0,151
0.706799656216,-0.236445293626,1.13965301413,-0.925094323736,1,1,0.0,0.0,0.0,1.0,152
-0.617919684973,0.572992497721,1.01011038494,0.0717789453932,1,-1,1.0,0.0,0.0,0.0,153
-0.519494179235,-0.189772129869,-0.501964348396,-0.31024555798,1,-1,1.0,0.0,0.0,0.0,154
0.25995223199,0.109170634233,0.21201827847,0.616779565456,1,-1,1.0,0.0,0.0,0.0,155
-0.672724006543,0.487418003703,0.946731216714,-1.04469473612,1,-1,1.0,0.0,0.0,0.0,156
0.460512033534,0.261972680704,0.0550573705192,0.283632509081,1,-1,1.0,0.0,0.0,0.0,157
0.604129593174,-0.234588491751,-0.423114775233,-0.759740987645,1,-1,1.0,0.0,0.0,0.0,158
2.39395517406,0.70182918955,1.92455061693,-0.103602963481,1,1,0.0,0.0,1.0,0.0,159
-0.914008711379,-0.288074125045,-0.578050008418,-0.637604201811,1,-1,1.0,0.0,0.0,0.0,160
2.02851002927,1.93596557857,-1.23111209008,-0.998613226226,1,1,0.0,0.0,0.0,1.0,161
0.5089316432,0.314195153511,0.0647571810627,-0.590815149602,1,-1,1.0,0.0,0.0,0.0,162
1.68777328659,-2.23997946245,-1.59323645241,-0.794288924176,1,1,0.0,0.0,0.0,1.0,163
-1.35757809835,-0.48648498337,-3.30528773019,1.45402556303,-1,-1,1.0,0.0,0.0,0.0,164
-0.696042871393,0.380984393861,1.02232358293,-0.01597648165,1,-1,1.0,0.0,0.0,0.0,165
-0.46855524339,-0.223155131906,-0.688777488529,0.761910594227,1,-1,1.0,0.0,0.0,0.0,166
-0.588930339156,0.572287052685,1.0636529521,-0.0856504845037,1,-1,1.0,0.0,0.0,0.0,167
-1.98927099441,-0.258352324747,1.16129604751,1.39025743979,-1,-1,1.0,0.0,0.0,0.0,168
-1.02021838356,-0.0790303989749,-0.792486036646,-0.77325980351,1,-1,1.0,0.0,0.0,0.0,169
0.0991160751339,0.106982692274,0.759012911221,-0.463559949499,1,-1,1.0,0.0,0.0,0.0,170
-0.104690939264,0.171587187299,0.751265656514,-0.822796698495,1,-1,1.0,0.0,0.0,0.0,171
-0.843483543762,0.499490837785,0.927543408689,-1.01213451933,1,-1,1.0,0.0,0.0,0.0,172
0.539820047183,0.50160969924,0.311176515936,0.278241804255,1,-1,1.0,0.0,0.0,0.0,173
-0.269574023593,-0.279790477623,-0.524164823205,0.335728335324,1,-1,1.0,0.0,0.0,0.0,174
2.36660326594,1.88229146495,1.88739108933,0.201544004452,1,1,0.0,1.0,0.0,0.0,175
-0.4635181344,-0.0401772751932,-0.640786504152,-0.977454564499,1,-1,1.0,0.0,0.0,0.0,176
0.607941299698,0.142451394632,-0.15050007957,-0.357251374929,1,-1,1.0,0.0,0.0,0.0,177
-0.71459808747,-0.136414646521,0.114346776348,-0.178538575355,1,-1,1.0,0.0,0.0,0.0,178
-0.599649689825,-0.254692267678,-0.736643687555,-0.924831438618,1,-1,1.0,0.0,0.0,0.0,179
2.10015373356,1.64248199528,1.60293143118,-0.524773852814,1,1,0.0,1.0,0.0,0.0,180
-1.49728723914,1.62040102513,0.519507646011,0.271403882575,1,1,0.0,0.0,1.0,0.0,181
-0.461293432545,0.439178642544,1.26525652691,-0.867992818084,1,-1,1.0,0.0,0.0,0.0,182
-0.384907992353,-0.093079759285,0.402070576596,-1.1211771846,1,-1,1.0,0.0,0.0,0.0,183
-1.0276309419,0.397381857158,0.875287848248,-0.847145332451,1,-1,1.0,0.0,0.0,0.0,184
-0.290936882699,0.0263032141393,0.375486846347,-0.552617351536,1,-1,1.0,0.0,0.0,0.0,185
0.88965265381,-0.185256841166,-0.677605437458,-1.85024577759,-1,1,1.0,0.0,0.0,0.0,186
-0.362032598587,-0.0125546535829,0.917961044787,-1.06940405589,1,-1,1.0,0.0,0.0,0.0,187
-0.0215148148137,0.295492560114,0.156532730503,-0.31050046394,1,-1,1.0,0.0,0.0,0.0,188
-0.211664569515,2.00293907683,0.0778892377703,-0.522664440394,1,1,0.0,0.0,0.0,1.0,189
0.571148156806,0.586600675801,0.311513874302,-0.201621603472,1,-1,1.0,0.0,0.0,0.0,190
-1.75253892974,1.57046169953,1.8800770025,-0.736778925462,1,1,0.0,1.0,0.0,0.0,191
-1.56807523767,-4.17862461193,-2.93157927665,2.65995847869,-1,-1,1.0,0.0,0.0,0.0,192
1.42875289734,-0.848803296858,-0.840949954207,3.08842239402,-1,-1,1.0,0.0,0.0,0.0,193
-0.788791954344,0.344310062414,0.715717708629,-0.72473334205,1,-1,1.0,0.0,0.0,0.0,194
-0.594163932948,-0.11023781127,-0.592190591356,-1.07111669228,1,-1,1.0,0.0,0.0,0.0,195
-0.896611039157,-3.74890896123,-2.65584757606,1.46248101477,-1,-1,1.0,0.0,0.0,0.0,196
-0.159761431649,0.19015416357,1.16673016712,0.269596095347,1,-1,1.0,0.0,0.0,0.0,197
2.05504895099,-0.572052179728,-0.874012572038,-0.793787831397,1,1,0.0,0.0,0.0,1.0,198
-2.50802346755,0.45437221522,0.828092643191,2.81557718788,-1,-1,1.0,0.0,0.0,0.0,199
-0.460730771054,0.774952670467,1.4339101835,-0.732593540081,1,-1,1.0,0.0,0.0,0.0,200
-0.684615689259,-0.163820268281,-0.749771718248,-0.0218732221167,1,-1,1.0,0.0,0.0,0.0,201
-0.35800799329,-2.30360233045,-0.657080764366,1.83093834878,-1,-1,1.0,0.0,0.0,0.0,202
-0.507756379348,0.729438484634,1.03397397826,-0.849211007792,1,-1,1.0,0.0,0.0,0.0,203
-2.36956906067,1.11801466343,-1.49313656537,3.19195675993,-1,-1,1.0,0.0,0.0,0.0,204
-0.865556218829,0.83100679245,-0.706121113818,1.52165317439,-1,-1,1.0,0.0,0.0,0.0,205
-0.458442689052,-0.115499261992,-0.362602275374,-0.678431772639,1,-1,1.0,0.0,0.0,0.0,206
0.394130219205,-0.507150156561,-0.845729218515,-1.54639243562,-1,1,1.0,0.0,0.0,0.0,207
0.112045881756,0.442541311638,0.377102394014,-0.556660124953,1,-1,1.0,0.0,0.0,0.0,208
0.548980325806,0.23038136131,0.0604943716264,-0.326101144842,1,-1,1.0,0.0,0.0,0.0,209
-0.871450298668,-2.4118360177,-0.64577322887,1.42702639251,-1,-1,1.0,0.0,0.0,0.0,210
-0.453173460581,-0.310466980696,0.550260490042,1.04228345403,1,-1,1.0,0.0,0.0,0.0,211
-0.514111978653,-0.324520620284,-0.640397785252,0.662397701358,1,-1,1.0,0.0,0.0,0.0,212
-0.312288695988,-0.0121842024491,-0.590755779265,-0.649495186458,1,-1,1.0,0.0,0.0,0.0,213
-0.423033281917,0.234609226123,0.0131718097765,1.03778072657,1,-1,1.0,0.0,0.0,0.0,214
0.580129993799,0.204456741773,0.085582500752,1.05598036863,1,-1,1.0,0.0,0.0,0.0,215
-1.38967051375,-1.21279946642,-1.29472048806,3.47295870008,-1,-1,1.0,0.0,0.0,0.0,216
-0.377541055507,-0.0404988929759,-0.483432515822,0.418976407682,1,-1,1.0,0.0,0.0,0.0,217
-0.316988639409,0.00947506525662,-0.485357817875,-0.286920039462,1,-1,1.0,0.0,0.0,0.0,218
-0.752185447391,-0.0652247127192,0.38873345863,-0.610788923966,1,-1,1.0,0.0,0.0,0.0,219
-0.23583143336,-3.48577741872,-1.64368339435,-0.729552714747,1,1,0.0,0.0,1.0,0.0,220
-0.716532360986,0.484310935439,-1.51975551271,-1.00283583839,-1,1,1.0,0.0,0.0,0.0,221
1.77329890727,0.753118358025,1.22857857914,0.199553114768,1,1,0.0,0.0,1.0,0.0,222
-0.224342397724,-0.0621316766112,-0.564381918518,-0.456572649415,1,-1,1.0,0.0,0.0,0.0,223
-0.411063724117,-0.119523293144,0.596003141253,0.130459608294,1,-1,1.0,0.0,0.0,0.0,224
-0.453131759771,0.144336964855,-0.420201946967,0.822039814951,1,-1,1.0,0.0,0.0,0.0,225
0.578930162043,0.444310492983,0.132152041492,-0.825746501186,1,-1,1.0,0.0,0.0,0.0,226
0.314978014172,0.097763150561,-0.229372369948,-1.00462043616,1,-1,1.0,0.0,0.0,0.0,227
-0.742133836006,-0.0865028137967,-0.475986101943,0.349259287153,1,-1,1.0,0.0,0.0,0.0,228
0.0205602648702,0.270848178681,1.01330175821,0.320290827499,1,-1,1.0,0.0,0.0,0.0,229
0.486147887144,0.417913147945,-0.00480764293407,-0.51476146678,1,-1,1.0,0.0,0.0,0.0,230
-1.63333618764,-1.18656820342,-2.08225301098,1.54145421493,-1,-1,1.0,0.0,0.0,0.0,231
0.158773993964,-0.133210818751,0.0743248950043,-0.713674352848,1,-1,1.0,0.0,0.0,0.0,232
-0.362373669044,-0.192342414815,-0.581300759384,-0.862010120023,1,-1,1.0,0.0,0.0,0.0,233
1.56558424579,0.601624464111,1.44436174627,-1.04215258006,1,1,0.0,0.0,0.0,1.0,234
0.601125480416,0.386919252316,0.0412341479876,-0.121558095082,1,-1,1.0,0.0,0.0,0.0,235
-0.544377186992,-0.257347299359,-0.671257864424,0.0507135466466,1,-1,1.0,0.0,0.0,0.0,236
-0.288616865508,0.0397843329429,0.384266133274,0.651053570173,1,-1,1.0,0.0,0.0,0.0,237
0.520156675647,0.261285791685,-0.101282014325,0.15438639318,1,-1,1.0,0.0,0.0,0.0,238
0.0613083322782,0.352928410511,0.855686534507,0.84190954281,1,-1,1.0,0.0,0.0,0.0,239
1.61526279911,1.00625760229,1.77365227683,0.491525507942,1,1,0.0,0.0,1.0,0.0,240
0.518556119219,0.222770782771,-0.259764286385,0.856353478316,1,-1,1.0,0.0,0.0,0.0,241
0.21734960986,0.356495540728,0.45253802023,0.783889976707,1,-1,1.0,0.0,0.0,0.0,242
-0.676035809529,-0.119744036028,-0.589905862026,-0.651564295654,1,-1,1.0,0.0,0.0,0.0,243
-0.0869532689762,-0.335868653092,0.474852934208,-1.00472475086,1,-1,1.0,0.0,0.0,0.0,244
-0.544279903111,0.108891855657,-0.327339457249,-0.919468365161,1,-1,1.0,0.0,0.0,0.0,245
-0.297027192033,0.109925815826,-0.302148366364,0.904863513676,1,-1,1.0,0.0,0.0,0.0,246
-0.578040196236,-0.00283786013496,-0.414994713216,-0.907276675707,1,-1,1.0,0.0,0.0,0.0,247
-0.632391572065,-0.195865255286,-0.468092959843,-0.452497402844,1,-1,1.0,0.0,0.0,0.0,248
-0.619382464912,0.321012299543,0.994850687106,-0.626977896338,1,-1,1.0,0.0,0.0,0.0,249
-0.47306527017,-0.153350327458,-0.601821137431,-0.547385637815,1,-1,1.0,0.0,0.0,0.0,250
-0.631328633836,-0.0266488647242,-0.6833651956,0.902461946423,1,-1,1.0,0.0,0.0,0.0,251
0.0716186300567,-0.0273878548165,-1.96140989914,2.18456096157,-1,-1,1.0,0.0,0.0,0.0,252
0.341108058776,0.0931161242726,0.708578182758,-0.570508897155,1,-1,1.0,0.0,0.0,0.0,253
-0.410049422288,-0.159697441828,-0.304449226194,-0.993836643082,1,-1,1.0,0.0,0.0,0.0,254
-0.521805920085,0.00434434637982,-0.0809020230851,-0.284568396223,1,-1,1.0,0.0,0.0,0.0,255
0.861891117266,-2.46550284878,0.592255085426,0.521859270917,1,1,0.0,0.0,0.0,1.0,256
0.435920147998,0.292323966434,0.121805156914,-0.743694638159,1,-1,1.0,0.0,0.0,0.0,257
